protein_accessions	count	number_accessions_group
['GCA_301479', 'GCA_301479', 'GCA_301479', 'GCA_301479', 'GCA_301479', 'GCA_301479']	1	6
['GCA_142428']	1	1
['GCA_135277']	1	1
['GCA_304180']	1	1
['GCA_238025']	1	1
['GCA_273135']	1	1
['GCA_155371']	1	1
['GCA_181836']	1	1
['GCA_130063']	1	1
['GCA_126096']	1	1
['GCA_176605']	1	1
['GCA_163012']	1	1
['GCA_173958', 'GCA_173957', 'GCA_139945', 'GCA_139944']	1	4
['GCA_174293']	1	1
['GCA_89906']	1	1
['GCA_141552']	1	1
['GCA_148522']	1	1
['GCA_146746']	1	1
['GCA_48796']	1	1
['GCA_289641']	1	1
['GCA_66425', 'GCA_293349']	1	2
['GCA_269211']	1	1
['GCA_85478', 'GCA_283152', 'GCA_267802']	1	3
['GCA_149389']	1	1
['GCA_170621']	1	1
['GCA_314305']	1	1
['GCA_88280']	1	1
['GCA_109485']	1	1
['GCA_84384', 'GCA_84383', 'GCA_113104']	1	3
['GCA_282679']	1	1
['GCA_190495']	1	1
['GCA_247724']	1	1
['GCA_148458', 'GCA_148457']	1	2
['GCA_144258']	1	1
['GCA_312887']	1	1
['GCA_151994', 'GCA_121391']	1	2
['GCA_285156']	1	1
['GCA_218883']	1	1
['GCA_161432', 'GCA_161431', 'GCA_161430']	1	3
['GCA_305291']	1	1
['GCA_87733', 'GCA_55894', 'GCA_173163']	1	3
['GCA_120070']	1	1
['GCA_312215']	1	1
['GCA_235061']	1	1
['GCA_228828', 'GCA_191521']	1	2
['GCA_238110']	1	1
['GCA_94868', 'GCA_242242']	1	2
['GCA_182024']	1	1
['GCA_88464']	1	1
['GCA_271289']	1	1
['GCA_35013']	1	1
['GCA_264651']	1	1
['GCA_217688']	1	1
['GCA_284581']	1	1
['GCA_282641', 'GCA_108551']	1	2
['GCA_235998']	1	1
['GCA_84129']	1	1
['GCA_114791', 'GCA_114789']	1	2
['GCA_214992']	1	1
['GCA_175627']	1	1
['GCA_108474', 'GCA_108473', 'GCA_108469']	1	3
['GCA_317652']	1	1
['GCA_278279', 'GCA_128628']	1	2
['GCA_76048', 'GCA_76047', 'GCA_265613', 'GCA_265612']	1	4
['GCA_237074']	1	1
['GCA_120683']	1	1
['GCA_138882']	1	1
['GCA_241605']	1	1
['GCA_241023']	1	1
['GCA_96421']	1	1
['GCA_69658']	1	1
['GCA_135769']	1	1
['GCA_286223']	1	1
['GCA_240278']	1	1
['GCA_113221']	1	1
['GCA_168045']	1	1
['GCA_216191']	1	1
['GCA_166470']	1	1
['GCA_161659']	1	1
['GCA_310151']	1	1
['GCA_301324']	1	1
['GCA_207325']	1	1
['GCA_201732']	1	1
['GCA_314005', 'GCA_263103', 'GCA_146414', 'GCA_106956']	1	4
['GCA_150945']	1	1
['GCA_307036']	1	1
['GCA_138212']	1	1
['GCA_244546']	1	1
['GCA_94363']	1	1
['GCA_248710']	1	1
['GCA_170010']	1	1
['GCA_131352']	1	1
['GCA_285303']	1	1
['GCA_81054']	1	1
['GCA_118649']	1	1
['GCA_172071']	1	1
['GCA_256347']	1	1
['GCA_312386']	1	1
['GCA_82193']	1	1
['GCA_110397']	1	1
['GCA_78255']	1	1
['GCA_165089']	1	1
['GCA_76723']	1	1
['GCA_300789', 'GCA_112387']	1	2
['GCA_215448']	1	1
['GCA_111173']	1	1
['GCA_127512']	1	1
['GCA_247036']	1	1
['GCA_262694', 'GCA_148994']	1	2
['GCA_300361']	1	1
['GCA_131007']	1	1
['GCA_278045']	1	1
['GCA_286277']	1	1
['GCA_284009']	1	1
['GCA_261951']	1	1
['GCA_276651']	1	1
['GCA_143056']	1	1
['GCA_142310', 'GCA_142309']	1	2
['GCA_234656']	1	1
['GCA_93299']	1	1
['GCA_246316']	1	1
['GCA_134507']	1	1
['GCA_21621']	1	1
['GCA_297682']	1	1
['GCA_313320']	1	1
['GCA_245350']	1	1
['GCA_298795']	1	1
['GCA_227177', 'GCA_114218']	1	2
['GCA_229476']	1	1
['GCA_173349']	1	1
['GCA_40605']	1	1
['GCA_149069']	1	1
['GCA_187572']	1	1
['GCA_250212']	1	1
['GCA_279277']	1	1
['GCA_308990']	1	1
['GCA_149475']	1	1
['GCA_317126']	1	1
['GCA_111746', 'GCA_111745']	1	2
['GCA_290214']	1	1
['GCA_35969']	1	1
['GCA_131379']	1	1
['GCA_94058', 'GCA_274122', 'GCA_118870', 'GCA_112025']	1	4
['GCA_254461']	1	1
['GCA_67599']	1	1
['GCA_296520']	1	1
['GCA_113999']	1	1
['GCA_188899', 'GCA_101794']	1	2
['GCA_238063']	1	1
['GCA_197511']	1	1
['GCA_255532']	1	1
['GCA_118909']	1	1
['GCA_53668', 'GCA_254990', 'GCA_252689', 'GCA_110931']	1	4
['GCA_109978']	1	1
['GCA_130343', 'GCA_130342']	1	2
['GCA_106157']	1	1
['GCA_86182']	1	1
['GCA_216686']	1	1
['GCA_152800']	1	1
['GCA_174728']	1	1
['GCA_296394']	1	1
['GCA_170573']	1	1
['GCA_183446']	1	1
['GCA_114000']	1	1
['GCA_309065']	1	1
['GCA_163405']	1	1
['GCA_313442']	1	1
['GCA_232121', 'GCA_229592', 'GCA_155922', 'GCA_135876', 'GCA_116708']	1	5
['GCA_109105']	1	1
['GCA_196010']	1	1
['GCA_104835']	1	1
['GCA_209293', 'GCA_209292']	1	2
['GCA_116646']	1	1
['GCA_75954']	1	1
['GCA_239800']	1	1
['GCA_89740']	1	1
['GCA_234542']	1	1
['GCA_86362', 'GCA_278728']	1	2
['GCA_121681']	1	1
['GCA_133889']	1	1
['GCA_311593']	1	1
['GCA_283511', 'GCA_170589']	1	2
['GCA_246114']	1	1
['GCA_94289', 'GCA_94288', 'GCA_94287', 'GCA_94286', 'GCA_243213', 'GCA_243212', 'GCA_243211', 'GCA_243210', 'GCA_236597', 'GCA_236596', 'GCA_231833', 'GCA_231832', 'GCA_231831', 'GCA_231829']	1	14
['GCA_199047']	1	1
['GCA_194108']	1	1
['GCA_192092']	1	1
['GCA_174912']	1	1
['GCA_169039']	1	1
['GCA_284859']	1	1
['GCA_171717']	1	1
['GCA_177995']	1	1
['GCA_92828']	1	1
['GCA_88522']	1	1
['GCA_226493']	1	1
['GCA_218180']	1	1
['GCA_234600']	1	1
['GCA_119992']	1	1
['GCA_253043', 'GCA_157259', 'GCA_111857', 'GCA_102275']	1	4
['GCA_222100']	1	1
['GCA_241325']	1	1
['GCA_70988']	1	1
['GCA_171055']	1	1
['GCA_161748']	1	1
['GCA_138791']	1	1
['GCA_222663']	1	1
['GCA_284772', 'GCA_284771']	1	2
['GCA_292485']	1	1
['GCA_125322']	1	1
['GCA_88275', 'GCA_302845']	1	2
['GCA_18099', 'GCA_18097']	1	2
['GCA_283082']	1	1
['GCA_142986']	1	1
['GCA_200876']	1	1
['GCA_62831', 'GCA_297018', 'GCA_286754', 'GCA_257988']	1	4
['GCA_274498', 'GCA_193897', 'GCA_113024']	1	3
['GCA_134457']	1	1
['GCA_216472']	1	1
['GCA_99977', 'GCA_237011']	1	2
['GCA_117625']	1	1
['GCA_81387']	1	1
['GCA_52620']	1	1
['GCA_267479']	1	1
['GCA_167669']	1	1
['GCA_253995']	1	1
['GCA_273291']	1	1
['GCA_214920']	1	1
['GCA_295572']	1	1
['GCA_185757']	1	1
['GCA_33198']	1	1
['GCA_52545']	1	1
['GCA_135477']	1	1
['GCA_118310']	1	1
['GCA_159871']	1	1
['GCA_1247', 'GCA_1232']	1	2
['GCA_50058']	1	1
['GCA_146059']	1	1
['GCA_219216', 'GCA_204337']	1	2
['GCA_165709']	1	1
['GCA_93068']	1	1
['GCA_170241']	1	1
['GCA_280187']	1	1
['GCA_311421']	1	1
['GCA_305157']	1	1
['GCA_115178']	1	1
['GCA_93558', 'GCA_187309']	1	2
['GCA_252783']	1	1
['GCA_249680']	1	1
['GCA_269200']	1	1
['GCA_67583']	1	1
['GCA_217222']	1	1
['GCA_315321']	1	1
['GCA_134856']	1	1
['GCA_259343']	1	1
['GCA_317874']	1	1
['GCA_139374']	1	1
['GCA_214840']	1	1
['GCA_127994']	1	1
['GCA_96630']	1	1
['GCA_120900']	1	1
['GCA_216223']	1	1
['GCA_146273']	1	1
['GCA_93586']	1	1
['GCA_106937']	1	1
['GCA_220186']	1	1
['GCA_282284']	1	1
['GCA_248467']	1	1
['GCA_166169']	1	1
['GCA_156024']	1	1
['GCA_184313']	1	1
['GCA_309413']	1	1
['GCA_171487']	1	1
['GCA_112290']	1	1
['GCA_226590']	1	1
['GCA_251120']	1	1
['GCA_251141', 'GCA_124998']	1	2
['GCA_75298', 'GCA_303620']	1	2
['GCA_295510']	1	1
['GCA_268211']	1	1
['GCA_224490']	1	1
['GCA_179612']	1	1
['GCA_106436']	1	1
['GCA_102960']	1	1
['GCA_262777']	1	1
['GCA_234455']	1	1
['GCA_151974']	1	1
['GCA_214133']	1	1
['GCA_84329', 'GCA_113087']	1	2
['GCA_178907']	1	1
['GCA_147492']	1	1
['GCA_123343']	1	1
['GCA_99730']	1	1
['GCA_174507']	1	1
['GCA_132075']	1	1
['GCA_181441']	1	1
['GCA_182140']	1	1
['GCA_311192']	1	1
['GCA_121526']	1	1
['GCA_253212']	1	1
['GCA_117001']	1	1
['GCA_142302']	1	1
['GCA_93789']	1	1
['GCA_143021']	1	1
['GCA_252565']	1	1
['GCA_275569']	1	1
['GCA_315325']	1	1
['GCA_13629']	1	1
['GCA_285846']	1	1
['GCA_214484']	1	1
['GCA_305629', 'GCA_283710']	1	2
['GCA_188426']	1	1
['GCA_156945', 'GCA_156941']	1	2
['GCA_207065']	1	1
['GCA_146190']	1	1
['GCA_239257']	1	1
['GCA_128835']	1	1
['GCA_241938']	1	1
['GCA_268564']	1	1
['GCA_296608', 'GCA_296607', 'GCA_296605', 'GCA_296604']	1	4
['GCA_301002']	1	1
['GCA_79865']	1	1
['GCA_185985']	1	1
['GCA_283594']	1	1
['GCA_12799']	1	1
['GCA_313775']	1	1
['GCA_167224']	1	1
['GCA_289231']	1	1
['GCA_65034']	1	1
['GCA_185711']	1	1
['GCA_133622']	1	1
['GCA_107290']	1	1
['GCA_91695', 'GCA_166857']	1	2
['GCA_91055']	1	1
['GCA_193010']	1	1
['GCA_96977']	1	1
['GCA_303434']	1	1
['GCA_222375']	1	1
['GCA_133985']	1	1
['GCA_138463']	1	1
['GCA_24843']	1	1
['GCA_189226']	1	1
['GCA_314541']	1	1
['GCA_272486']	1	1
['GCA_108875', 'GCA_108874']	1	2
['GCA_209245']	1	1
['GCA_226889']	1	1
['GCA_126994']	1	1
['GCA_146118']	1	1
['GCA_5606']	1	1
['GCA_258485']	1	1
['GCA_280209', 'GCA_276205']	1	2
['GCA_250018']	1	1
['GCA_219953']	1	1
['GCA_310155']	1	1
['GCA_236288']	1	1
['GCA_194927']	1	1
['GCA_314192']	1	1
['GCA_279702']	1	1
['GCA_218198']	1	1
['GCA_246594']	1	1
['GCA_214858']	1	1
['GCA_157708']	1	1
['GCA_101026']	1	1
['GCA_36010']	1	1
['GCA_153397']	1	1
['GCA_254934']	1	1
['GCA_218085']	1	1
['GCA_191141']	1	1
['GCA_257013']	1	1
['GCA_296898']	1	1
['GCA_296897']	1	1
['GCA_277543']	1	1
['GCA_249739']	1	1
['GCA_183927']	1	1
['GCA_294344']	1	1
['GCA_113173']	1	1
['GCA_158298']	1	1
['GCA_296680']	1	1
['GCA_147679']	1	1
['GCA_250942']	1	1
['GCA_91517', 'GCA_91516', 'GCA_91515']	1	3
['GCA_302661']	1	1
['GCA_307720']	1	1
['GCA_180645']	1	1
['GCA_183642']	1	1
['GCA_132061']	1	1
['GCA_152220']	1	1
['GCA_169552']	1	1
['GCA_225985']	1	1
['GCA_131002']	1	1
['GCA_121106']	1	1
['GCA_153143']	1	1
['GCA_182368']	1	1
['GCA_261253']	1	1
['GCA_139237']	1	1
['GCA_297211']	1	1
['GCA_98992']	1	1
['GCA_136388']	1	1
['GCA_147468', 'GCA_147465']	1	2
['GCA_277136', 'GCA_277135']	1	2
['GCA_137312']	1	1
['GCA_131729']	1	1
['GCA_136854']	1	1
['GCA_137452']	1	1
['GCA_160373']	1	1
['GCA_150239']	1	1
['GCA_183720']	1	1
['GCA_147305']	1	1
['GCA_203838']	1	1
['GCA_128493']	1	1
['GCA_99519']	1	1
['GCA_166710']	1	1
['GCA_50554', 'GCA_289049', 'GCA_175495']	1	3
['GCA_201129']	1	1
['GCA_16743']	1	1
['GCA_131634']	1	1
['GCA_142090']	1	1
['GCA_157295']	1	1
['GCA_135331']	1	1
['GCA_233004']	1	1
['GCA_296801']	1	1
['GCA_136110']	1	1
['GCA_228328']	1	1
['GCA_131053']	1	1
['GCA_167861']	1	1
['GCA_129667']	1	1
['GCA_233383']	1	1
['GCA_109857']	1	1
['GCA_158724']	1	1
['GCA_214606']	1	1
['GCA_112744']	1	1
['GCA_146990']	1	1
['GCA_225637', 'GCA_137359']	1	2
['GCA_258681', 'GCA_24948']	1	2
['GCA_262615']	1	1
['GCA_89600']	1	1
['GCA_284851', 'GCA_284850']	1	2
['GCA_260775']	1	1
['GCA_252831']	1	1
['GCA_84671']	1	1
['GCA_234259']	1	1
['GCA_306313', 'GCA_135677']	1	2
['GCA_102962']	1	1
['GCA_162092']	1	1
['GCA_6153']	1	1
['GCA_244185']	1	1
['GCA_249748']	1	1
['GCA_124902']	1	1
['GCA_28355']	1	1
['GCA_238182']	1	1
['GCA_94057']	1	1
['GCA_111572']	1	1
['GCA_184355']	1	1
['GCA_212267', 'GCA_212265']	1	2
['GCA_226528', 'GCA_136108', 'GCA_104767']	1	3
['GCA_214015']	1	1
['GCA_249768']	1	1
['GCA_140152']	1	1
['GCA_86936', 'GCA_191092']	1	2
['GCA_163919', 'GCA_163918']	1	2
['GCA_17223']	1	1
['GCA_139372']	1	1
['GCA_288113']	1	1
['GCA_190079']	1	1
['GCA_171314']	1	1
['GCA_141441', 'GCA_113018']	1	2
['GCA_129315']	1	1
['GCA_87915']	1	1
['GCA_73484']	1	1
['GCA_1399', 'GCA_1398']	1	2
['GCA_280519']	1	1
['GCA_173527']	1	1
['GCA_260560']	1	1
['GCA_136343']	1	1
['GCA_18898']	1	1
['GCA_118290']	1	1
['GCA_149790']	1	1
['GCA_232285']	1	1
['GCA_144248']	1	1
['GCA_206686']	1	1
['GCA_210049']	1	1
['GCA_213173']	1	1
['GCA_138121', 'GCA_138120']	1	2
['GCA_70676', 'GCA_278024']	1	2
['GCA_240608']	1	1
['GCA_246687']	1	1
['GCA_107417']	1	1
['GCA_64781']	1	1
['GCA_203442']	1	1
['GCA_69637']	1	1
['GCA_141672', 'GCA_141671']	1	2
['GCA_266671']	1	1
['GCA_179915']	1	1
['GCA_152463']	1	1
['GCA_178311']	1	1
['GCA_15426']	1	1
['GCA_155771']	1	1
['GCA_284749']	1	1
['GCA_185025']	1	1
['GCA_187429']	1	1
['GCA_95258']	1	1
['GCA_263623']	1	1
['GCA_199398']	1	1
['GCA_159395']	1	1
['GCA_179771']	1	1
['GCA_227116', 'GCA_171059']	1	2
['GCA_305998']	1	1
['GCA_40443']	1	1
['GCA_210135']	1	1
['GCA_210130']	1	1
['GCA_222212']	1	1
['GCA_257772']	1	1
['GCA_179173']	1	1
['GCA_250533']	1	1
['GCA_125061', 'GCA_125060']	1	2
['GCA_129918']	1	1
['GCA_198582']	1	1
['GCA_145863', 'GCA_145862']	1	2
['GCA_113972']	1	1
['GCA_117810']	1	1
['GCA_173756']	1	1
['GCA_227124']	1	1
['GCA_153831']	1	1
['GCA_152613']	1	1
['GCA_130547']	1	1
['GCA_190207']	1	1
['GCA_46595']	1	1
['GCA_153121']	1	1
['GCA_298680']	1	1
['GCA_32162']	1	1
['GCA_32163']	1	1
['GCA_317157']	1	1
['GCA_91915', 'GCA_91913', 'GCA_242033', 'GCA_242031']	1	4
['GCA_167425']	1	1
['GCA_159237']	1	1
['GCA_7752']	1	1
['GCA_52879']	1	1
['GCA_54604']	1	1
['GCA_218689']	1	1
['GCA_127695']	1	1
['GCA_202588']	1	1
['GCA_95642']	1	1
['GCA_305539']	1	1
['GCA_313621']	1	1
['GCA_271379']	1	1
['GCA_249354']	1	1
['GCA_169224']	1	1
['GCA_12470']	1	1
['GCA_193492']	1	1
['GCA_298289']	1	1
['GCA_236642']	1	1
['GCA_163855', 'GCA_156379']	1	2
['GCA_307446']	1	1
['GCA_166009']	1	1
['GCA_165950']	1	1
['GCA_318933']	1	1
['GCA_122617']	1	1
['GCA_217150']	1	1
['GCA_156495']	1	1
['GCA_288738']	1	1
['GCA_99852', 'GCA_165056']	1	2
['GCA_123902']	1	1
['GCA_133469']	1	1
['GCA_88994']	1	1
['GCA_169794']	1	1
['GCA_205889']	1	1
['GCA_233490']	1	1
['GCA_227750', 'GCA_227746', 'GCA_227741', 'GCA_184268', 'GCA_184264', 'GCA_184258']	1	6
['GCA_138965']	1	1
['GCA_86433']	1	1
['GCA_134287']	1	1
['GCA_157865', 'GCA_145686']	1	2
['GCA_171338']	1	1
['GCA_139398']	1	1
['GCA_90538']	1	1
['GCA_157812']	1	1
['GCA_283793', 'GCA_272908']	1	2
['GCA_215687']	1	1
['GCA_150906']	1	1
['GCA_234603']	1	1
['GCA_307298', 'GCA_307297', 'GCA_189514', 'GCA_189513', 'GCA_16358', 'GCA_16357', 'GCA_133659', 'GCA_133658']	1	8
['GCA_27541', 'GCA_27540']	1	2
['GCA_246526']	1	1
['GCA_192393']	1	1
['GCA_283468']	1	1
['GCA_204069', 'GCA_204068']	1	2
['GCA_271581']	1	1
['GCA_314811']	1	1
['GCA_108357']	1	1
['GCA_149507', 'GCA_149506']	1	2
['GCA_272339', 'GCA_181876']	1	2
['GCA_193179']	1	1
['GCA_280679']	1	1
['GCA_211795', 'GCA_211793']	1	2
['GCA_202084']	1	1
['GCA_209056']	1	1
['GCA_218069', 'GCA_209866', 'GCA_133406']	1	3
['GCA_262181']	1	1
['GCA_284266']	1	1
['GCA_140334']	1	1
['GCA_297436']	1	1
['GCA_295814']	1	1
['GCA_89168']	1	1
['GCA_180762', 'GCA_145617']	1	2
['GCA_298731']	1	1
['GCA_284949', 'GCA_282450']	1	2
['GCA_281902']	1	1
['GCA_179730']	1	1
['GCA_244905']	1	1
['GCA_188218', 'GCA_103482']	1	2
['GCA_185606', 'GCA_185605']	1	2
['GCA_58677', 'GCA_230731', 'GCA_193653', 'GCA_143510']	1	4
['GCA_125744']	1	1
['GCA_245969']	1	1
['GCA_294695']	1	1
['GCA_116751']	1	1
['GCA_227792']	1	1
['GCA_316667']	1	1
['GCA_310946']	1	1
['GCA_12005']	1	1
['GCA_268402']	1	1
['GCA_234963', 'GCA_234961']	1	2
['GCA_15056']	1	1
['GCA_194293']	1	1
['GCA_273904']	1	1
['GCA_272536']	1	1
['GCA_272413', 'GCA_170081', 'GCA_125718']	1	3
['GCA_87437', 'GCA_193551']	1	2
['GCA_311005']	1	1
['GCA_114538']	1	1
['GCA_100978']	1	1
['GCA_128674']	1	1
['GCA_216254']	1	1
['GCA_221797']	1	1
['GCA_183688']	1	1
['GCA_200637']	1	1
['GCA_209950']	1	1
['GCA_142020']	1	1
['GCA_137499']	1	1
['GCA_134543']	1	1
['GCA_108275']	1	1
['GCA_177586']	1	1
['GCA_312055']	1	1
['GCA_173321']	1	1
['GCA_165926']	1	1
['GCA_298833', 'GCA_298832']	1	2
['GCA_128182']	1	1
['GCA_133590']	1	1
['GCA_119287']	1	1
['GCA_164276']	1	1
['GCA_151859']	1	1
['GCA_311914']	1	1
['GCA_256230']	1	1
['GCA_10406']	1	1
['GCA_6144']	1	1
['GCA_191957']	1	1
['GCA_75512', 'GCA_272634', 'GCA_253340', 'GCA_197316', 'GCA_183871']	1	5
['GCA_85233']	1	1
['GCA_53201']	1	1
['GCA_167673']	1	1
['GCA_215271', 'GCA_21286']	1	2
['GCA_108564']	1	1
['GCA_132189']	1	1
['GCA_174821']	1	1
['GCA_189088']	1	1
['GCA_201877']	1	1
['GCA_97007', 'GCA_238968']	1	2
['GCA_52962', 'GCA_166220', 'GCA_110983']	1	3
['GCA_97146']	1	1
['GCA_161172']	1	1
['GCA_207267']	1	1
['GCA_62220']	1	1
['GCA_7928']	1	1
['GCA_270039']	1	1
['GCA_254009']	1	1
['GCA_310921', 'GCA_281698']	1	2
['GCA_286532', 'GCA_108506']	1	2
['GCA_238116', 'GCA_185461', 'GCA_153725']	1	3
['GCA_124255']	1	1
['GCA_288334']	1	1
['GCA_132208']	1	1
['GCA_160146', 'GCA_160145']	1	2
['GCA_123330']	1	1
['GCA_15120']	1	1
['GCA_115393']	1	1
['GCA_179732']	1	1
['GCA_251526']	1	1
['GCA_112000']	1	1
['GCA_248020']	1	1
['GCA_235984', 'GCA_235983']	1	2
['GCA_217863']	1	1
['GCA_136945']	1	1
['GCA_105791']	1	1
['GCA_215270']	1	1
['GCA_36600']	1	1
['GCA_188801']	1	1
['GCA_111525']	1	1
['GCA_306242']	1	1
['GCA_282373']	1	1
['GCA_315783']	1	1
['GCA_237629', 'GCA_181878']	1	2
['GCA_286154']	1	1
['GCA_279583']	1	1
['GCA_173201']	1	1
['GCA_109149']	1	1
['GCA_146798']	1	1
['GCA_142191']	1	1
['GCA_210887']	1	1
['GCA_286698']	1	1
['GCA_281343']	1	1
['GCA_200036']	1	1
['GCA_273886']	1	1
['GCA_80238']	1	1
['GCA_105379']	1	1
['GCA_274782']	1	1
['GCA_126595']	1	1
['GCA_281332']	1	1
['GCA_108173']	1	1
['GCA_31884']	1	1
['GCA_239693']	1	1
['GCA_311707']	1	1
['GCA_256450']	1	1
['GCA_290287', 'GCA_149334']	1	2
['GCA_227862', 'GCA_227861']	1	2
['GCA_42064']	1	1
['GCA_114552']	1	1
['GCA_254079']	1	1
['GCA_30300']	1	1
['GCA_257510']	1	1
['GCA_285104']	1	1
['GCA_113125']	1	1
['GCA_127304']	1	1
['GCA_289387']	1	1
['GCA_289626']	1	1
['GCA_158359']	1	1
['GCA_27018', 'GCA_234637']	1	2
['GCA_70996']	1	1
['GCA_160955']	1	1
['GCA_293815']	1	1
['GCA_132097']	1	1
['GCA_91920']	1	1
['GCA_94741']	1	1
['GCA_79011', 'GCA_232751', 'GCA_208322']	1	3
['GCA_280190']	1	1
['GCA_241452', 'GCA_210017']	1	2
['GCA_89024']	1	1
['GCA_75872']	1	1
['GCA_296048']	1	1
['GCA_257826']	1	1
['GCA_214014']	1	1
['GCA_67477', 'GCA_160596']	1	2
['GCA_170995']	1	1
['GCA_3542']	1	1
['GCA_56012']	1	1
['GCA_15702']	1	1
['GCA_281000']	1	1
['GCA_119575']	1	1
['GCA_215673']	1	1
['GCA_306592']	1	1
['GCA_234644', 'GCA_234643', 'GCA_175944', 'GCA_175943', 'GCA_170137', 'GCA_170136']	1	6
['GCA_295878']	1	1
['GCA_228808']	1	1
['GCA_26835']	1	1
['GCA_181320']	1	1
['GCA_217514']	1	1
['GCA_259175']	1	1
['GCA_143624', 'GCA_126888']	1	2
['GCA_165846']	1	1
['GCA_287947']	1	1
['GCA_154404']	1	1
['GCA_31198']	1	1
['GCA_72449', 'GCA_147086']	1	2
['GCA_104892', 'GCA_104891']	1	2
['GCA_213411']	1	1
['GCA_295920']	1	1
['GCA_217141', 'GCA_122140']	1	2
['GCA_273624']	1	1
['GCA_124873']	1	1
['GCA_151427']	1	1
['GCA_186851']	1	1
['GCA_204466']	1	1
['GCA_104932']	1	1
['GCA_273983', 'GCA_152825']	1	2
['GCA_286597', 'GCA_286596']	1	2
['GCA_273083']	1	1
['GCA_235455', 'GCA_113737']	1	2
['GCA_134650']	1	1
['GCA_109313']	1	1
['GCA_264980']	1	1
['GCA_314604']	1	1
['GCA_193590']	1	1
['GCA_217532', 'GCA_108846']	1	2
['GCA_181516']	1	1
['GCA_273206']	1	1
['GCA_145814']	1	1
['GCA_128243']	1	1
['GCA_181122']	1	1
['GCA_217932']	1	1
['GCA_314370']	1	1
['GCA_207579']	1	1
['GCA_203620']	1	1
['GCA_136424']	1	1
['GCA_73414', 'GCA_73413', 'GCA_317881', 'GCA_317880', 'GCA_297935', 'GCA_297934', 'GCA_247895', 'GCA_247894', 'GCA_219549', 'GCA_219548', 'GCA_216902', 'GCA_216901', 'GCA_194399', 'GCA_194398']	1	14
['GCA_230096']	1	1
['GCA_130776', 'GCA_130774']	1	2
['GCA_104124']	1	1
['GCA_123392']	1	1
['GCA_131623']	1	1
['GCA_305460']	1	1
['GCA_222259']	1	1
['GCA_188357']	1	1
['GCA_152474']	1	1
['GCA_47307']	1	1
['GCA_180407']	1	1
['GCA_299650']	1	1
['GCA_160757']	1	1
['GCA_301331']	1	1
['GCA_22313']	1	1
['GCA_188162']	1	1
['GCA_175354']	1	1
['GCA_302477']	1	1
['GCA_172192']	1	1
['GCA_282410']	1	1
['GCA_281700']	1	1
['GCA_114819']	1	1
['GCA_274892']	1	1
['GCA_146904']	1	1
['GCA_246035', 'GCA_246030']	1	2
['GCA_182225']	1	1
['GCA_198025', 'GCA_141509']	1	2
['GCA_146989']	1	1
['GCA_138218']	1	1
['GCA_95216', 'GCA_69744', 'GCA_288270', 'GCA_255167']	1	4
['GCA_34713']	1	1
['GCA_235095']	1	1
['GCA_251095']	1	1
['GCA_146134']	1	1
['GCA_298753']	1	1
['GCA_88701', 'GCA_222918']	1	2
['GCA_161720']	1	1
['GCA_150998']	1	1
['GCA_104381']	1	1
['GCA_193441']	1	1
['GCA_137511']	1	1
['GCA_268560', 'GCA_121419']	1	2
['GCA_112218']	1	1
['GCA_242275']	1	1
['GCA_190357']	1	1
['GCA_131079']	1	1
['GCA_176720']	1	1
['GCA_87078']	1	1
['GCA_136664']	1	1
['GCA_126345']	1	1
['GCA_107289']	1	1
['GCA_263557']	1	1
['GCA_132689']	1	1
